0,1,onnabancho,zanguangaco
1,2,onnabancho,onnabancho
0,1,Meneador_Compulsivo,zanguangaco
0,1,--449749--,zanguangaco
4,2,onnabancho,--449749--
0,1,--449749--,zanguangaco
6,2,onnabancho,--449749--
0,1,--449749--,zanguangaco
0,1,Gladrax,zanguangaco
7,3,Autarca,onnabancho
8,2,onnabancho,--449749--
8,2,Dirkan,--449749--
10,4,onnabancho,Autarca
3,2,Q_uiop,Meneador_Compulsivo
0,1,gemierders,zanguangaco
15,2,vazana,gemierders
0,1,Nekobasu,zanguangaco
12,3,helisan,Dirkan
0,1,balaurdrakon91,zanguangaco
13,5,Taliessin,onnabancho
16,3,tralafoco67,vazana
18,4,onnabancho,helisan
0,1,riek,zanguangaco
0,1,roundpixel,zanguangaco
22,5,helisan,onnabancho
0,1,marc0,zanguangaco
0,1,osids,zanguangaco
2,3,Tom__Bombadil,onnabancho
28,4,onnabancho,Tom__Bombadil
29,5,Tom__Bombadil,onnabancho
0,1,nubecina,zanguangaco
30,6,onnabancho,Tom__Bombadil
